id,date,round,teamHome,scoreTeamHome,teamAway,scoreTeamAway,,image
1787187,2023-04-23,Round 2,Cruzeiro,1,Gremio,0,,https://r2.thesportsdb.com/images/media/event/thumb/6ze2lg1676626725.jpg
1787188,2023-04-23,Round 2,Internacional,2,Flamengo,1,,https://r2.thesportsdb.com/images/media/event/thumb/7j4fw31644935568.jpg
1787183,2023-04-23,Round 2,Vasco da Gama,2,Palmeiras,2,,https://r2.thesportsdb.com/images/media/event/thumb/htih991601404053.jpg
1787185,2023-04-23,Round 2,Santos FC,0,Atletico MG,0,,https://r2.thesportsdb.com/images/media/event/thumb/tdxman1644935623.jpg
1787189,2023-04-23,Round 2,Coritiba,0,Fortaleza,3,,https://r2.thesportsdb.com/images/media/event/thumb/uf6ejj1644935580.jpg
1787186,2023-04-23,Round 2,Goias,3,Corinthians,1,,https://r2.thesportsdb.com/images/media/event/thumb/j4ewfj1644935629.jpg
1787190,2023-04-24,Round 2,Bahia,1,Botafogo RJ,2,,https://r2.thesportsdb.com/images/media/event/thumb/5f4gyq1601404052.jpg
1787200,2023-04-29,Round 3,Fortaleza,4,Fluminense,2,,https://r2.thesportsdb.com/images/media/event/thumb/6x74i21644935556.jpg
1787199,2023-04-29,Round 3,Coritiba,1,Sao Paulo,1,,https://r2.thesportsdb.com/images/media/event/thumb/gzewf21644935566.jpg
1787194,2023-04-29,Round 3,Palmeiras,2,Corinthians,1,,https://r2.thesportsdb.com/images/media/event/thumb/3r3ppa1644935543.jpg
1787195,2023-04-29,Round 3,Santos FC,3,America MG,2,,https://r2.thesportsdb.com/images/media/event/thumb/8rtldg1644935544.jpg
1787196,2023-04-29,Round 3,Bragantino,0,Cruzeiro,3,,https://r2.thesportsdb.com/images/media/event/thumb/kutr4d1676626725.jpg
1787197,2023-04-30,Round 3,Atletico MG,2,Atletico PR,1,,https://r2.thesportsdb.com/images/media/event/thumb/d70tl81676626725.jpg
1787192,2023-04-30,Round 3,Flamengo,2,Botafogo RJ,3,,https://r2.thesportsdb.com/images/media/event/thumb/r01e4x1644935549.jpg
1787198,2023-04-30,Round 3,Internacional,1,Goias,0,,https://r2.thesportsdb.com/images/media/event/thumb/3fugtr1644935626.jpg
1787201,2023-04-30,Round 3,Cuiaba,1,Gremio,2,,https://r2.thesportsdb.com/images/media/event/thumb/1svjct1676626726.jpg
1787193,2023-05-01,Round 3,Vasco da Gama,0,Bahia,1,,https://r2.thesportsdb.com/images/media/event/thumb/ahng5i1601404175.jpg
1787207,2023-05-06,Round 4,Cruzeiro,2,Santos FC,1,,https://r2.thesportsdb.com/images/media/event/thumb/zm9kpn1676626726.jpg
1787202,2023-05-07,Round 4,Fluminense,1,Vasco da Gama,1,,https://r2.thesportsdb.com/images/media/event/thumb/0vo15l1601403931.jpg
1787211,2023-05-07,Round 4,America MG,1,Cuiaba,2,,https://r2.thesportsdb.com/images/media/event/thumb/uh96vq1644935560.jpg
1787204,2023-05-07,Round 4,Sao Paulo,2,Internacional,0,,https://r2.thesportsdb.com/images/media/event/thumb/5px2n31644935643.jpg
1787209,2023-05-07,Round 4,Atletico PR,2,Flamengo,1,,https://r2.thesportsdb.com/images/media/event/thumb/c7l3fe1644935545.jpg
1787210,2023-05-07,Round 4,Bahia,3,Coritiba,1,,https://r2.thesportsdb.com/images/media/event/thumb/re79ce1601403897.jpg
1787203,2023-05-07,Round 4,Botafogo RJ,2,Atletico MG,0,,https://r2.thesportsdb.com/images/media/event/thumb/2kht641644935585.jpg
1787206,2023-05-07,Round 4,Goias,0,Palmeiras,5,,https://r2.thesportsdb.com/images/media/event/thumb/kxp7gx1644935541.jpg
1787208,2023-05-07,Round 4,Gremio,3,Bragantino,3,,https://r2.thesportsdb.com/images/media/event/thumb/fv1x6h1601404047.jpg
1787205,2023-05-08,Round 4,Corinthians,1,Fortaleza,1,,https://r2.thesportsdb.com/images/media/event/thumb/j5j8su1644935546.jpg
1787215,2023-05-10,Round 5,Santos FC,3,Bahia,0,,https://r2.thesportsdb.com/images/media/event/thumb/amqo451601404045.jpg
1787216,2023-05-10,Round 5,Bragantino,2,America MG,2,,https://r2.thesportsdb.com/images/media/event/thumb/i95dod1644935640.jpg
1787218,2023-05-10,Round 5,Internacional,0,Atletico PR,2,,https://r2.thesportsdb.com/images/media/event/thumb/futtmq1644935641.jpg
1787212,2023-05-10,Round 5,Flamengo,2,Goias,0,,https://r2.thesportsdb.com/images/media/event/thumb/e6jyil1644935554.jpg
1787221,2023-05-10,Round 5,Cuiaba,0,Atletico MG,4,,https://r2.thesportsdb.com/images/media/event/thumb/hpf72h1644935589.jpg
1787214,2023-05-11,Round 5,Palmeiras,4,Gremio,1,,https://r2.thesportsdb.com/images/media/event/thumb/smcrk11601404141.jpg
1787217,2023-05-11,Round 5,Cruzeiro,0,Fluminense,2,,https://r2.thesportsdb.com/images/media/event/thumb/3gsxdc1676626727.jpg
1787219,2023-05-11,Round 5,Coritiba,1,Vasco da Gama,1,,https://r2.thesportsdb.com/images/media/event/thumb/6bsijg1601403977.jpg
1787213,2023-05-11,Round 5,Botafogo RJ,3,Corinthians,0,,https://r2.thesportsdb.com/images/media/event/thumb/wr7ts11644935538.jpg
1787220,2023-05-11,Round 5,Fortaleza,0,Sao Paulo,0,,https://r2.thesportsdb.com/images/media/event/thumb/1857ea1644935550.jpg
1787230,2023-05-13,Round 6,Bahia,2,Flamengo,3,,https://r2.thesportsdb.com/images/media/event/thumb/b0di561601403941.jpg
1787222,2023-05-13,Round 6,Fluminense,2,Cuiaba,0,,https://r2.thesportsdb.com/images/media/event/thumb/9n79cw1644935596.jpg
1787224,2023-05-13,Round 6,Palmeiras,1,Bragantino,1,,https://r2.thesportsdb.com/images/media/event/thumb/dt2d9n1644935552.jpg
1787227,2023-05-14,Round 6,Atletico MG,2,Internacional,0,,https://r2.thesportsdb.com/images/media/event/thumb/8nyqov1676626727.jpg
1787223,2023-05-14,Round 6,Vasco da Gama,0,Santos FC,1,,https://r2.thesportsdb.com/images/media/event/thumb/xar0zk1601404106.jpg
1787225,2023-05-14,Round 6,Corinthians,1,Sao Paulo,1,,https://r2.thesportsdb.com/images/media/event/thumb/75zf7c1644935555.jpg
1787228,2023-05-14,Round 6,Gremio,0,Fortaleza,0,,https://r2.thesportsdb.com/images/media/event/thumb/71a6m41601403969.jpg
1787226,2023-05-14,Round 6,Goias,2,Botafogo RJ,1,,https://r2.thesportsdb.com/images/media/event/thumb/gjf0ry1644935618.jpg
1787229,2023-05-14,Round 6,Atletico PR,3,Coritiba,2,,https://r2.thesportsdb.com/images/media/event/thumb/5b3bdh1644935630.jpg
1787231,2023-05-14,Round 6,America MG,0,Cruzeiro,4,,https://r2.thesportsdb.com/images/media/event/thumb/jwhgun1676626728.jpg
1787240,2023-05-20,Round 7,Bahia,1,Goias,1,,https://r2.thesportsdb.com/images/media/event/thumb/goaxza1601404199.jpg
1787241,2023-05-20,Round 7,America MG,2,Fortaleza,1,,https://r2.thesportsdb.com/images/media/event/thumb/5gmb681644935627.jpg
1787233,2023-05-20,Round 7,Botafogo RJ,1,Fluminense,0,,https://r2.thesportsdb.com/images/media/event/thumb/v8u4er1644935576.jpg
1787234,2023-05-20,Round 7,Sao Paulo,4,Vasco da Gama,2,,https://r2.thesportsdb.com/images/media/event/thumb/lpwvke1601404070.jpg
1787239,2023-05-20,Round 7,Coritiba,1,Atletico MG,2,,https://r2.thesportsdb.com/images/media/event/thumb/akufei1644935601.jpg
1787236,2023-05-20,Round 7,Bragantino,2,Atletico PR,0,,https://r2.thesportsdb.com/images/media/event/thumb/i55cq21644935631.jpg
1787235,2023-05-21,Round 7,Santos FC,0,Palmeiras,0,,https://r2.thesportsdb.com/images/media/event/thumb/hfdo2b1644935558.jpg
1787232,2023-05-21,Round 7,Flamengo,1,Corinthians,0,,https://r2.thesportsdb.com/images/media/event/thumb/ot44q11644935636.jpg
1787238,2023-05-21,Round 7,Gremio,3,Internacional,1,,https://r2.thesportsdb.com/images/media/event/thumb/83r13d1603901411.jpg
1787237,2023-05-22,Round 7,Cruzeiro,0,Cuiaba,1,,https://r2.thesportsdb.com/images/media/event/thumb/yyykie1676626728.jpg
1787249,2023-05-27,Round 8,Atletico PR,1,Gremio,2,,https://r2.thesportsdb.com/images/media/event/thumb/rstv4s1601404040.jpg
1787250,2023-05-27,Round 8,Fortaleza,2,Vasco da Gama,0,,https://r2.thesportsdb.com/images/media/event/thumb/kccl6y1601404192.jpg
1787242,2023-05-27,Round 8,Flamengo,1,Cruzeiro,1,,https://r2.thesportsdb.com/images/media/event/thumb/u8ttzj1676626728.jpg
1787251,2023-05-27,Round 8,Cuiaba,1,Coritiba,1,,https://r2.thesportsdb.com/images/media/event/thumb/z3wvt11676626729.jpg
1787244,2023-05-28,Round 8,Sao Paulo,2,Goias,1,,https://r2.thesportsdb.com/images/media/event/thumb/aq62fl1644935590.jpg
1787245,2023-05-28,Round 8,Corinthians,2,Fluminense,0,,https://r2.thesportsdb.com/images/media/event/thumb/6vremx1644935634.jpg
1787248,2023-05-28,Round 8,Internacional,2,Bahia,0,,https://r2.thesportsdb.com/images/media/event/thumb/0943cq1601403952.jpg
1787246,2023-05-28,Round 8,Bragantino,2,Santos FC,0,,https://r2.thesportsdb.com/images/media/event/thumb/y99zij1644935628.jpg
1787247,2023-05-28,Round 8,Atletico MG,1,Palmeiras,1,,https://r2.thesportsdb.com/images/media/event/thumb/rdzynf1676626729.jpg
1787243,2023-05-28,Round 8,Botafogo RJ,2,America MG,0,,https://r2.thesportsdb.com/images/media/event/thumb/f7jem01644935611.jpg
1787260,2023-06-03,Round 9,Fortaleza,0,Bahia,0,,https://r2.thesportsdb.com/images/media/event/thumb/7on5ms1601404214.jpg
1787259,2023-06-03,Round 9,Atletico PR,1,Botafogo RJ,0,,https://r2.thesportsdb.com/images/media/event/thumb/a1vhk41644935648.jpg
1787257,2023-06-03,Round 9,Cruzeiro,0,Atletico MG,1,,https://r2.thesportsdb.com/images/media/event/thumb/on7zwv1676626730.jpg
1787261,2023-06-03,Round 9,America MG,2,Corinthians,0,,https://r2.thesportsdb.com/images/media/event/thumb/szdhj11644935613.jpg
1787255,2023-06-04,Round 9,Santos FC,1,Internacional,1,,https://r2.thesportsdb.com/images/media/event/thumb/xlazwq1644935564.jpg
1787258,2023-06-04,Round 9,Gremio,2,Sao Paulo,1,,https://r2.thesportsdb.com/images/media/event/thumb/fh9web1601404202.jpg
1787252,2023-06-04,Round 9,Fluminense,2,Bragantino,1,,https://r2.thesportsdb.com/images/media/event/thumb/5e58xl1644935590.jpg
1787254,2023-06-04,Round 9,Palmeiras,3,Coritiba,1,,https://r2.thesportsdb.com/images/media/event/thumb/jjmulz1644935622.jpg
1787256,2023-06-04,Round 9,Goias,0,Cuiaba,1,,https://r2.thesportsdb.com/images/media/event/thumb/1hgqpu1676626730.jpg
1787253,2023-06-05,Round 9,Vasco da Gama,1,Flamengo,4,,https://r2.thesportsdb.com/images/media/event/thumb/8dto1m1601404007.jpg
1787269,2023-06-10,Round 10,Coritiba,0,Santos FC,0,,https://r2.thesportsdb.com/images/media/event/thumb/p1cfxh1644935598.jpg
1787265,2023-06-10,Round 10,Corinthians,1,Cuiaba,1,,https://r2.thesportsdb.com/images/media/event/thumb/df20om1644935619.jpg
1787267,2023-06-10,Round 10,Atletico MG,1,Bragantino,1,,https://r2.thesportsdb.com/images/media/event/thumb/5mkgq51676626730.jpg
1787270,2023-06-10,Round 10,Bahia,2,Cruzeiro,2,,https://r2.thesportsdb.com/images/media/event/thumb/i0chju1676626731.jpg
1787263,2023-06-11,Round 10,Botafogo RJ,2,Fortaleza,0,,https://r2.thesportsdb.com/images/media/event/thumb/o0c3vl1644935552.jpg
1787271,2023-06-11,Round 10,America MG,2,Atletico PR,2,,https://r2.thesportsdb.com/images/media/event/thumb/43bqas1644935545.jpg
1787264,2023-06-11,Round 10,Sao Paulo,0,Palmeiras,2,,https://r2.thesportsdb.com/images/media/event/thumb/e3v5dj1644935573.jpg
1787268,2023-06-11,Round 10,Internacional,2,Vasco da Gama,1,,https://r2.thesportsdb.com/images/media/event/thumb/rl11m31601404029.jpg
1787262,2023-06-11,Round 10,Flamengo,3,Gremio,0,,https://r2.thesportsdb.com/images/media/event/thumb/t2ah7n1601403912.jpg
1787266,2023-06-11,Round 10,Goias,2,Fluminense,2,,https://r2.thesportsdb.com/images/media/event/thumb/dj08zv1644935589.jpg
1787274,2023-06-21,Round 11,Sao Paulo,2,Atletico PR,1,,https://r2.thesportsdb.com/images/media/event/thumb/qc5gmr1644935537.jpg
1787277,2023-06-21,Round 11,Cruzeiro,0,Fortaleza,1,,https://r2.thesportsdb.com/images/media/event/thumb/4ks8tv1676626731.jpg
1787275,2023-06-21,Round 11,Santos FC,0,Corinthians,2,,https://r2.thesportsdb.com/images/media/event/thumb/mad0gh1644935631.jpg
1787272,2023-06-22,Round 11,Fluminense,1,Atletico MG,1,,https://r2.thesportsdb.com/images/media/event/thumb/o7zh371644935564.jpg
1787280,2023-06-22,Round 11,Bahia,1,Palmeiras,0,,https://r2.thesportsdb.com/images/media/event/thumb/z75cr51601403932.jpg
1787278,2023-06-22,Round 11,Gremio,3,America MG,1,,https://r2.thesportsdb.com/images/media/event/thumb/jlbmiw1619009360.jpg
1787273,2023-06-22,Round 11,Vasco da Gama,0,Goias,1,,https://r2.thesportsdb.com/images/media/event/thumb/zjwjlf1601404225.jpg
1787279,2023-06-22,Round 11,Coritiba,0,Internacional,1,,https://r2.thesportsdb.com/images/media/event/thumb/rdxdi31644935633.jpg
1787281,2023-06-22,Round 11,Cuiaba,0,Botafogo RJ,1,,https://r2.thesportsdb.com/images/media/event/thumb/e2nyun1676626732.jpg
1787276,2023-06-23,Round 11,Bragantino,4,Flamengo,0,,https://r2.thesportsdb.com/images/media/event/thumb/khxzm91644935564.jpg
1787289,2023-06-24,Round 12,Atletico PR,1,Corinthians,0,,https://r2.thesportsdb.com/images/media/event/thumb/jycqz11644935572.jpg
1787282,2023-06-24,Round 12,Fluminense,2,Bahia,1,,https://r2.thesportsdb.com/images/media/event/thumb/y2pehc1601404010.jpg
1787290,2023-06-24,Round 12,Fortaleza,2,Atletico MG,1,,https://r2.thesportsdb.com/images/media/event/thumb/yxdydl1644935632.jpg
1787287,2023-06-25,Round 12,Cruzeiro,1,Sao Paulo,0,,https://r2.thesportsdb.com/images/media/event/thumb/ioa6lp1676626733.jpg
1787284,2023-06-25,Round 12,Palmeiras,0,Botafogo RJ,1,,https://r2.thesportsdb.com/images/media/event/thumb/j8id4e1644935564.jpg
1787288,2023-06-25,Round 12,Gremio,5,Coritiba,1,,https://r2.thesportsdb.com/images/media/event/thumb/f46g6m1601404001.jpg
1787286,2023-06-25,Round 12,Bragantino,2,Goias,0,,https://r2.thesportsdb.com/images/media/event/thumb/a7xw4t1644935613.jpg
1787285,2023-06-25,Round 12,Santos FC,2,Flamengo,3,,https://r2.thesportsdb.com/images/media/event/thumb/9wz9ro1644935579.jpg
1787291,2023-06-25,Round 12,America MG,1,Internacional,2,,https://r2.thesportsdb.com/images/media/event/thumb/gfnv6p1644935636.jpg
1787283,2023-06-27,Round 12,Vasco da Gama,1,Cuiaba,0,,https://r2.thesportsdb.com/images/media/event/thumb/6vyhzt1676626732.jpg
1787294,2023-07-01,Round 13,Sao Paulo,1,Fluminense,0,,https://r2.thesportsdb.com/images/media/event/thumb/ak93wq1644935584.jpg
1787292,2023-07-01,Round 13,Flamengo,2,Fortaleza,0,,https://r2.thesportsdb.com/images/media/event/thumb/7485sn1644935560.jpg
1787300,2023-07-01,Round 13,Bahia,1,Gremio,2,,https://r2.thesportsdb.com/images/media/event/thumb/hdh0xn1601403963.jpg
1787298,2023-07-02,Round 13,Internacional,0,Cruzeiro,0,,https://r2.thesportsdb.com/images/media/event/thumb/fi75071676626733.jpg
1787295,2023-07-02,Round 13,Corinthians,0,Bragantino,1,,https://r2.thesportsdb.com/images/media/event/thumb/krni4e1644935605.jpg
1787293,2023-07-02,Round 13,Botafogo RJ,2,Vasco da Gama,0,,https://r2.thesportsdb.com/images/media/event/thumb/dqcwdm1601403971.jpg
1787297,2023-07-02,Round 13,Atletico MG,2,America MG,2,,https://r2.thesportsdb.com/images/media/event/thumb/7sz1b71676626733.jpg
1787299,2023-07-02,Round 13,Atletico PR,2,Palmeiras,2,,https://r2.thesportsdb.com/images/media/event/thumb/r7p8uk1644935636.jpg
1787301,2023-07-02,Round 13,Cuiaba,3,Santos FC,0,,https://r2.thesportsdb.com/images/media/event/thumb/4f4ohc1644935606.jpg
1787296,2023-07-03,Round 13,Goias,1,Coritiba,2,,https://r2.thesportsdb.com/images/media/event/thumb/b6gix91644935594.jpg
1787303,2023-07-08,Round 14,Vasco da Gama,0,Cruzeiro,1,,https://r2.thesportsdb.com/images/media/event/thumb/tsxasr1676626734.jpg
1787311,2023-07-08,Round 14,Cuiaba,1,Bahia,1,,https://r2.thesportsdb.com/images/media/event/thumb/4z5tzp1676626735.jpg
1787307,2023-07-08,Round 14,Atletico MG,0,Corinthians,1,,https://r2.thesportsdb.com/images/media/event/thumb/7tmupr1676626734.jpg
1787309,2023-07-08,Round 14,Coritiba,3,America MG,1,,https://r2.thesportsdb.com/images/media/event/thumb/j3q3bl1644935554.jpg
1787304,2023-07-09,Round 14,Palmeiras,1,Flamengo,1,,https://r2.thesportsdb.com/images/media/event/thumb/c9rhwo1644935602.jpg
1787305,2023-07-09,Round 14,Santos FC,4,Goias,3,,https://r2.thesportsdb.com/images/media/event/thumb/okd10w1644935608.jpg
1787302,2023-07-09,Round 14,Fluminense,2,Internacional,0,,https://r2.thesportsdb.com/images/media/event/thumb/1cs61g1644935543.jpg
1787306,2023-07-09,Round 14,Bragantino,0,Sao Paulo,0,,https://r2.thesportsdb.com/images/media/event/thumb/ghwq6l1644935543.jpg
1787310,2023-07-09,Round 14,Fortaleza,1,Atletico PR,0,,https://r2.thesportsdb.com/images/media/event/thumb/kkbaxl1644935568.jpg
1787308,2023-07-09,Round 14,Gremio,0,Botafogo RJ,2,,https://r2.thesportsdb.com/images/media/event/thumb/vi3t5h1601404020.jpg
1787313,2023-07-16,Round 15,Botafogo RJ,2,Bragantino,0,,https://r2.thesportsdb.com/images/media/event/thumb/pzbmdf1644935634.jpg
1787317,2023-07-16,Round 15,Cruzeiro,0,Coritiba,0,,https://r2.thesportsdb.com/images/media/event/thumb/nvzpms1676626735.jpg
1787312,2023-07-16,Round 15,Fluminense,0,Flamengo,0,,https://r2.thesportsdb.com/images/media/event/thumb/8u18wh1644935557.jpg
1787314,2023-07-16,Round 15,Sao Paulo,4,Santos FC,1,,https://r2.thesportsdb.com/images/media/event/thumb/i7l1g61644935546.jpg
1787320,2023-07-16,Round 15,Fortaleza,0,Cuiaba,1,,https://r2.thesportsdb.com/images/media/event/thumb/3abzio1644935538.jpg
1787318,2023-07-16,Round 15,Internacional,0,Palmeiras,0,,https://r2.thesportsdb.com/images/media/event/thumb/2eqbxq1644935647.jpg
1787319,2023-07-16,Round 15,Atletico PR,2,Bahia,0,,https://r2.thesportsdb.com/images/media/event/thumb/ki9cr01601403985.jpg
1787316,2023-07-17,Round 15,Goias,0,Atletico MG,0,,https://r2.thesportsdb.com/images/media/event/thumb/bqnt751644935547.jpg
1787322,2023-07-22,Round 16,Flamengo,1,America MG,1,,https://r2.thesportsdb.com/images/media/event/thumb/oq8k971644935575.jpg
1787324,2023-07-22,Round 16,Palmeiras,3,Fortaleza,1,,https://r2.thesportsdb.com/images/media/event/thumb/hc4du91644935637.jpg
1787330,2023-07-22,Round 16,Bahia,0,Corinthians,0,,https://r2.thesportsdb.com/images/media/event/thumb/p3ezde1601404140.jpg
1787331,2023-07-22,Round 16,Cuiaba,2,Sao Paulo,1,,https://r2.thesportsdb.com/images/media/event/thumb/ydplg41644935609.jpg
1787328,2023-07-23,Round 16,Gremio,1,Atletico MG,0,,https://r2.thesportsdb.com/images/media/event/thumb/hg475i1601404148.jpg
1787325,2023-07-23,Round 16,Santos FC,2,Botafogo RJ,2,,https://r2.thesportsdb.com/images/media/event/thumb/t1s69l1644935588.jpg
1787326,2023-07-23,Round 16,Bragantino,0,Internacional,0,,https://r2.thesportsdb.com/images/media/event/thumb/y807ik1644935561.jpg
1787327,2023-07-23,Round 16,Cruzeiro,0,Goias,1,,https://r2.thesportsdb.com/images/media/event/thumb/6d9qe61676626736.jpg
1787323,2023-07-23,Round 16,Vasco da Gama,0,Atletico PR,2,,https://r2.thesportsdb.com/images/media/event/thumb/awdmtw1601403947.jpg
1787329,2023-07-24,Round 16,Coritiba,2,Fluminense,0,,https://r2.thesportsdb.com/images/media/event/thumb/pdzdkb1644935548.jpg
1787339,2023-07-29,Round 17,Atletico PR,3,Cruzeiro,3,,https://r2.thesportsdb.com/images/media/event/thumb/nxd0o51676626737.jpg
1787332,2023-07-29,Round 17,Fluminense,1,Santos FC,0,,https://r2.thesportsdb.com/images/media/event/thumb/b776861644935537.jpg
1787338,2023-07-29,Round 17,Internacional,1,Cuiaba,2,,https://r2.thesportsdb.com/images/media/event/thumb/70y2361644935611.jpg
1787340,2023-07-29,Round 17,Fortaleza,0,Bragantino,3,,https://r2.thesportsdb.com/images/media/event/thumb/zlwhxj1644935644.jpg
1787335,2023-07-29,Round 17,Corinthians,3,Vasco da Gama,1,,https://r2.thesportsdb.com/images/media/event/thumb/fswor81601404210.jpg
1787337,2023-07-30,Round 17,Atletico MG,1,Flamengo,2,,https://r2.thesportsdb.com/images/media/event/thumb/1mg5o41676626736.jpg
1787334,2023-07-30,Round 17,Sao Paulo,0,Bahia,0,,https://r2.thesportsdb.com/images/media/event/thumb/5p0wv91601403918.jpg
1787341,2023-07-30,Round 17,America MG,1,Palmeiras,4,,https://r2.thesportsdb.com/images/media/event/thumb/jbpou91644935587.jpg
1787333,2023-07-30,Round 17,Botafogo RJ,4,Coritiba,1,,https://r2.thesportsdb.com/images/media/event/thumb/asmek51644935614.jpg
1787336,2023-07-30,Round 17,Goias,1,Gremio,1,,https://r2.thesportsdb.com/images/media/event/thumb/tm2zy01601404099.jpg
1787345,2023-08-05,Round 18,Santos FC,1,Atletico PR,1,,https://r2.thesportsdb.com/images/media/event/thumb/66ithu1644935617.jpg
1787348,2023-08-05,Round 18,Internacional,2,Corinthians,2,,https://r2.thesportsdb.com/images/media/event/thumb/ghqkmd1644935553.jpg
1787346,2023-08-05,Round 18,Goias,1,Fortaleza,0,,https://r2.thesportsdb.com/images/media/event/thumb/yriign1644935620.jpg
1787342,2023-08-06,Round 18,Fluminense,2,Palmeiras,1,,https://r2.thesportsdb.com/images/media/event/thumb/ym3gog1644935604.jpg
1787343,2023-08-06,Round 18,Vasco da Gama,1,Gremio,0,,https://r2.thesportsdb.com/images/media/event/thumb/997vsd1601403923.jpg
1787344,2023-08-06,Round 18,Sao Paulo,0,Atletico MG,2,,https://r2.thesportsdb.com/images/media/event/thumb/56s3uz1644935637.jpg
1787347,2023-08-06,Round 18,Cruzeiro,0,Botafogo RJ,0,,https://r2.thesportsdb.com/images/media/event/thumb/lp9fui1676626737.jpg
1787349,2023-08-06,Round 18,Coritiba,0,Bragantino,1,,https://r2.thesportsdb.com/images/media/event/thumb/xle5yj1644935627.jpg
1787350,2023-08-06,Round 18,Bahia,3,America MG,1,,https://r2.thesportsdb.com/images/media/event/thumb/24iaxu1619009344.jpg
1787351,2023-08-06,Round 18,Cuiaba,3,Flamengo,0,,https://r2.thesportsdb.com/images/media/event/thumb/0fsncp1644935627.jpg
1787353,2023-08-13,Round 19,Botafogo RJ,3,Internacional,1,,https://r2.thesportsdb.com/images/media/event/thumb/ycb5fg1644935628.jpg
1787357,2023-08-13,Round 19,Atletico MG,1,Bahia,0,,https://r2.thesportsdb.com/images/media/event/thumb/nh4gj41676626738.jpg
1787355,2023-08-13,Round 19,Corinthians,3,Coritiba,1,,https://r2.thesportsdb.com/images/media/event/thumb/s6wyv51644935587.jpg
1787358,2023-08-13,Round 19,Gremio,2,Fluminense,1,,https://r2.thesportsdb.com/images/media/event/thumb/m1mcxz1601403894.jpg
1787361,2023-08-13,Round 19,America MG,0,Goias,1,,https://r2.thesportsdb.com/images/media/event/thumb/q7bl031676626738.jpg
1787352,2023-08-13,Round 19,Flamengo,1,Sao Paulo,1,,https://r2.thesportsdb.com/images/media/event/thumb/oge7ps1644935540.jpg
1787360,2023-08-13,Round 19,Fortaleza,4,Santos FC,0,,https://r2.thesportsdb.com/images/media/event/thumb/ldmp0g1644935591.jpg
1787354,2023-08-14,Round 19,Palmeiras,1,Cruzeiro,0,,https://r2.thesportsdb.com/images/media/event/thumb/9nkwn61676626737.jpg
1787356,2023-08-15,Round 19,Bragantino,1,Vasco da Gama,1,,https://r2.thesportsdb.com/images/media/event/thumb/g6quzl1601404146.jpg
1787359,2023-08-15,Round 19,Atletico PR,2,Cuiaba,0,,https://r2.thesportsdb.com/images/media/event/thumb/u34j0e1644935615.jpg
1787364,2023-08-19,Round 20,Sao Paulo,0,Botafogo RJ,0,,https://r2.thesportsdb.com/images/media/event/thumb/sla1y81644935625.jpg
1787368,2023-08-19,Round 20,Internacional,0,Fortaleza,1,,https://r2.thesportsdb.com/images/media/event/thumb/3cpfbv1644935541.jpg
1787362,2023-08-19,Round 20,Fluminense,3,America MG,1,,https://r2.thesportsdb.com/images/media/event/thumb/wxfz5l1644935625.jpg
1787371,2023-08-19,Round 20,Cuiaba,0,Palmeiras,2,,https://r2.thesportsdb.com/images/media/event/thumb/ld6gqo1644935642.jpg
1787367,2023-08-20,Round 20,Cruzeiro,1,Corinthians,1,,https://r2.thesportsdb.com/images/media/event/thumb/7ru79h1676626739.jpg
1787363,2023-08-20,Round 20,Vasco da Gama,1,Atletico MG,0,,https://r2.thesportsdb.com/images/media/event/thumb/mub4s71601404158.jpg
